# Same as v2 except for the masses w/o vertexing in the selection (w/ vertexing in this dump). 202 selected events.
#  run  lumi       event   phoPt[g]  muPt[mnea  muPt[mfar  phoEta[g]  muEta[mne  muEta[mfa  phoPhi[g]  muPhi[mne  muPhi[mfa   mass[mm]    mmgMass  mmgDeltaR  kRatio(mm
149181   725   690592154  11.552224  30.616966  38.156898  1.9918289  2.0760653  1.0336314  -2.996330  -2.952656  0.3278045  76.224716  89.043853  0.0947817  1.1823706
149181   698   660479641  14.631332  19.862991  35.413669  0.6923124  0.8796219  -0.845425  2.5958905  2.6574764  -0.557027  73.943557  95.069107  0.1964378  0.7975186
149181  1357  1327226515  10.237725  26.174150  47.654571  -1.947162  -1.940793  -1.268296  -2.042110  -2.036243  1.3181462  74.425308  87.782745  0.0084123  1.2812446
149181   983   967913600  17.795368  20.578050  34.196712  -0.854994  -0.897055  -2.263097  -0.135959  0.1476615  -2.943334  66.899673  91.664321  0.2867159  0.9778012
149181  1095  1079980887  14.743213  44.111805  39.687793  0.9548822  0.9567859  1.7256963  0.3191701  0.1504821  -1.721386  74.880828  87.695098  0.1687006  1.2998849
149181  1200  1181364684  37.106746  22.231863  34.558170  0.3652895  -0.183091  0.4515551  2.9547193  2.7857925  -0.644523  57.628963  91.982399  0.5743773  0.9716744
149181  1185  1167143325  24.782918  18.768022  54.166416  -0.082974  -0.104563  -0.443679  2.0374755  2.0167710  -1.847307  60.616218  92.317367  0.0302423  0.9572378
149181  1316  1289853768  13.450774   23.26828  42.702243  -1.095522  -1.085044  0.1218989  -1.932377  -1.935433  0.9913465  74.235542  93.458877  0.0108950  0.8699040
149181  1452  1411902404  18.291048  28.739893  47.750476  0.9685020  1.0104497  1.1949106  2.6543374  2.6632001  0.0342688  71.956001  92.128448  0.0428563  0.9478932
149181  1501  1455241838  18.262453  39.831176  35.310543  2.0223753  2.0167262  1.9639664  -1.669765  -1.655482  1.8430682  73.815208  89.178520  0.0153098  1.1447092
149181  1501  1454638500  10.092526  27.885097  38.985805  0.0467809  0.0286512  1.2303578  2.0218877  2.0275590  -1.219109  78.077903  91.024231  0.0189645  1.0135971
149181  1479  1435522143  21.207622  28.073516  38.853252  -0.205202  0.0646004  -0.311662  -2.844654  -2.674165  0.1976507  66.779747  88.454040  0.3187796  1.1459501
149181  1604  1542833623  30.829774  19.624786  34.869522  -0.201542  0.3501741  -0.516958  -0.210245  0.3153246  -3.052571  56.954361  88.856910  0.7623007  1.0902085
149181  1731  1646280665  19.230396  29.222333  32.485878  0.5675604  0.5518888  1.6290823  -1.450555  -1.462021  1.8300566  70.663826  90.801414  0.0192831  1.0216149
149181  1800  1699927591  12.876950  29.237184  42.390323  -0.085694  -0.515196  0.6106275  0.3218719  0.5123263  -1.920684  78.126480  90.744613  0.4696275  1.0378224
149181  1637  1570161847  13.295138  28.519928  42.359172  1.0111954  0.9686992  1.6553142  -3.075713  3.0577280  0.1393763  73.031272  88.548500  0.1556077  1.1891863
149181  1620  1556227395  19.280273  23.135820  43.292148  2.2268540  2.2034649  1.7385946  2.0363421  2.0403978  -0.937328  64.717269  87.600174  0.0237149  1.1840178
149181  1802  1702080592  14.736202  30.029939  34.614959  0.3881642  0.3984649  1.5395169  -2.365728  -2.302826  0.7514901  75.448562  92.251930  0.0638083  0.9307151
149063    60    69847507  12.243504  22.348104  38.579120  -0.218434  -0.138061  -1.584370  -1.157202  -1.249112  2.0627687  74.536109  92.003624  0.1221532  0.9486123
149063    61    71386245  18.022901  25.292488  44.570480  0.9485712  0.9409666  0.2521161  -0.843368  -0.852235  2.1047134  71.046234  92.843360  0.0119513  0.9147022
149182    52    44084034  16.511177  29.122282  47.451305  1.2696135  1.2723394  1.3138829  -2.638154  -2.647701  0.5293212  74.599693  93.190223  0.0097112  0.8816275
149182   147   128465807  26.941247  14.401883  43.796608  -2.002184  -2.014221  -1.127531  1.1725760  1.1742169  -2.026616  54.652088  92.357742  0.0121853  0.9612537
149182   380   331655796  10.895541  23.527133  57.511131  -2.070196  -2.052815  -1.672282  -1.047950  -1.120160  1.7841934  74.296882  89.788024  0.0741945  1.0996469
149291   200   193775332  12.279902  30.809949  44.757614  -2.049503  -2.084064  -1.864412  2.2201206  2.2197587  -0.918854  75.371871  88.968215  0.0346186  1.1789431
149291   196   188008126  13.532029  35.459415  40.732383  -1.423247  -1.361307  -0.876264  1.0900130  1.0428414  -2.228466  78.199867  92.078582  0.0778551  0.9309055
149291   198   190675001  12.032715  23.276481  49.305721  -0.386992  -0.397057  -1.285448  -0.078211  -0.141177  2.6769950  73.684913  90.611404  0.0639147  1.0376675
149291   110    69549176  14.728117  27.330879  58.773590  -1.857643  -1.982726  -1.471585  1.1803042  1.0783156  -1.052748  73.166793  91.007484  0.1615167  1.0112039
149291   230   231470046  15.116684  31.104547  59.378101  -0.978330  -0.976893  -0.790970  0.7803616  0.7768205  -1.316806  74.948738  91.415512  0.0038236  0.9848082
149291   168   151392076  16.746954  25.908615  43.740875  -1.343598  -1.515256  -1.807161  -2.928524  -2.631792  0.6181610  68.031013  87.493400  0.3428340  1.2180740
149291   334   356402845  13.722934  30.447404  45.942600  -0.983912  -0.823062  -1.384812  -0.164152  -0.095652  -3.039093  77.674896  92.992179  0.1748971  0.8728587
149291   136   107348126  22.792882  18.135000  42.273174  -0.088895  -0.045593  1.0351998  -1.199378  -1.278033  2.4058332  62.214027  94.510994  0.0898195  0.8780756
149291   176   161917582  17.578701  27.308137  45.336864  1.1441294  1.1548459  0.8836451  -0.675831  -0.676676  2.4322726  71.028137  91.022323  0.0106560  1.0092945
149291   253   261175771  24.364336  15.768216  39.176662  -0.840910  -0.837118  0.0627996  -1.844928  -1.821691  1.2452707  54.822589  87.438621  0.0236595  1.1443246
149291   342   365390050  23.640317  17.360189  41.873626  -1.006861  -1.089591  -0.001636  -0.052719  -0.073873  -3.133395  61.961532  94.286956  0.0852983  0.8861859
149291   414   443894969  25.842523  23.730953  40.717170  -0.345537  -0.580882  -0.752091  -2.647643  -2.335251  0.6181784  62.018970  91.030860  0.3911905  1.0064322
149291   478   509480979  17.197942  18.749099  31.896328  -0.638926  -0.635587  1.0427624  -0.392944  -0.396814  2.4915688  67.016387  92.818824  0.0051845  0.9272197
149291   551   580642512  18.412756  33.452919  42.652545  0.2640480  0.2548446  -0.373773  0.0805301  0.1049316  2.2845268  71.237663  88.951606  0.0259315  1.1419482
149291   552   582018089  21.646053  19.167240  32.958980  0.7261726  0.7239052  2.2850091  -0.565286  -0.552632  -2.917143  61.296299  89.368042  0.0128385  1.0776779
149291   552   581492989  21.620416  14.738660  38.088020  -0.219151  -0.220268  1.1252124  -0.922456  -0.899948  2.2363574  58.345462  91.748359  0.0227423  0.9795389
149291   781   784278614  14.900086  30.630943  31.091396  0.7504883  0.8438500  2.0861849  -2.212612  -2.673859  0.8702513  72.481933  90.333313  0.4708949  1.0533535
149294     2      500940  10.394207  15.450594  32.685249  0.5219426  0.1435131  -1.685335  -1.238674  -1.262260  2.0160198  64.964256  89.660461  0.3791317  1.0723241
